,Name,Individual voxel z-score,Individual voxel Posterior prob,Seed-based network Func conn. (r),Seed-based network Meta-analytic coact. (r),x,y,z,"x, y, z"
667,learning,0.0,0.44,0.02,-0.0,20,20,20,"20, 20, 20"
668,learning task,0.0,0.52,0.01,0.01,20,20,20,"20, 20, 20"
669,lesion,0.0,0.31,-0.01,-0.0,20,20,20,"20, 20, 20"
670,lesions,0.0,0.35,-0.0,-0.0,20,20,20,"20, 20, 20"
671,letter,-0.0,0.0,0.0,-0.01,20,20,20,"20, 20, 20"
672,letters,0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
673,lexical,-0.0,0.54,-0.01,-0.02,20,20,20,"20, 20, 20"
674,lexical decision,-0.0,-0.0,-0.0,-0.01,20,20,20,"20, 20, 20"
675,life,-0.0,0.35,-0.0,-0.0,20,20,20,"20, 20, 20"
676,light,0.0,0.57,0.01,-0.0,20,20,20,"20, 20, 20"
677,likelihood,-0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
678,limb,0.0,0.51,-0.04,-0.01,20,20,20,"20, 20, 20"
679,limbic,-0.0,0.51,-0.03,-0.0,20,20,20,"20, 20, 20"
680,lingual,-0.0,0.33,-0.02,-0.01,20,20,20,"20, 20, 20"
681,lingual gyrus,0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
682,linguistic,-0.0,0.68,-0.04,-0.02,20,20,20,"20, 20, 20"
683,listened,0.0,-0.0,-0.06,-0.01,20,20,20,"20, 20, 20"
684,listening,0.0,-0.0,-0.07,-0.01,20,20,20,"20, 20, 20"
685,load,0.0,0.52,-0.01,-0.01,20,20,20,"20, 20, 20"
686,lobe,0.0,0.56,-0.05,-0.01,20,20,20,"20, 20, 20"
687,lobe mtl,-0.0,-0.0,-0.05,-0.01,20,20,20,"20, 20, 20"
688,lobes,0.0,0.64,-0.02,-0.01,20,20,20,"20, 20, 20"
689,lobule,0.0,0.23,-0.01,-0.01,20,20,20,"20, 20, 20"
690,lobule ipl,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
691,lobules,-0.0,0.0,0.02,-0.02,20,20,20,"20, 20, 20"
692,location,-0.0,0.51,-0.01,-0.01,20,20,20,"20, 20, 20"
693,locations,0.0,0.61,-0.0,-0.0,20,20,20,"20, 20, 20"
694,locus,0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
695,long term,0.0,0.28,0.01,-0.0,20,20,20,"20, 20, 20"
696,loop,-0.0,0.0,0.02,-0.01,20,20,20,"20, 20, 20"
697,loss,-0.0,0.63,0.02,-0.0,20,20,20,"20, 20, 20"
698,losses,0.0,-0.0,0.08,0.01,20,20,20,"20, 20, 20"
699,low level,-0.0,0.54,0.0,-0.0,20,20,20,"20, 20, 20"
700,m1,0.0,0.47,-0.03,-0.01,20,20,20,"20, 20, 20"
701,magnetic stimulation,-0.0,0.7,-0.0,0.02,20,20,20,"20, 20, 20"
702,magnetoencephalography,0.0,-0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
703,magnitude,0.0,0.36,0.0,-0.0,20,20,20,"20, 20, 20"
704,maintenance,-0.0,0.6,-0.01,-0.0,20,20,20,"20, 20, 20"
705,major depression,-0.0,0.0,0.02,0.02,20,20,20,"20, 20, 20"
706,major depressive,0.0,0.64,0.0,-0.0,20,20,20,"20, 20, 20"
707,manipulation,-0.0,0.46,-0.01,-0.0,20,20,20,"20, 20, 20"
708,manipulations,0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
709,manual,0.0,-0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
710,mapping,0.0,0.56,-0.01,-0.0,20,20,20,"20, 20, 20"
711,maps,0.0,0.67,0.0,-0.0,20,20,20,"20, 20, 20"
712,match,0.0,0.73,-0.0,-0.0,20,20,20,"20, 20, 20"
713,matching,0.0,0.64,-0.01,-0.01,20,20,20,"20, 20, 20"
714,matching task,0.0,0.73,-0.0,-0.01,20,20,20,"20, 20, 20"
715,mci,-0.0,0.62,-0.02,-0.01,20,20,20,"20, 20, 20"
716,mdd,0.0,0.59,-0.0,-0.0,20,20,20,"20, 20, 20"
717,medial,0.0,0.55,0.02,-0.02,20,20,20,"20, 20, 20"
718,medial frontal,-0.0,0.6,0.03,-0.0,20,20,20,"20, 20, 20"
719,medial lateral,-0.0,0.52,-0.01,0.01,20,20,20,"20, 20, 20"
720,medial orbitofrontal,-0.0,-0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
721,medial pfc,-0.0,-0.0,0.02,-0.01,20,20,20,"20, 20, 20"
722,medial prefrontal,0.0,0.52,0.06,-0.01,20,20,20,"20, 20, 20"
723,medial superior,-0.0,-0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
724,medial temporal,0.0,0.59,-0.05,-0.02,20,20,20,"20, 20, 20"
725,memories,0.0,0.51,-0.05,-0.02,20,20,20,"20, 20, 20"
726,memory,-0.0,0.54,-0.03,-0.02,20,20,20,"20, 20, 20"
727,memory encoding,0.0,-0.0,-0.03,-0.01,20,20,20,"20, 20, 20"
728,memory load,-0.0,0.76,-0.0,-0.01,20,20,20,"20, 20, 20"
729,memory performance,-0.0,0.51,-0.03,-0.0,20,20,20,"20, 20, 20"
730,memory processes,-0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
731,memory retrieval,-0.0,0.63,-0.02,-0.01,20,20,20,"20, 20, 20"
732,memory task,0.0,0.68,0.0,-0.0,20,20,20,"20, 20, 20"
733,memory tasks,-0.0,-0.0,0.02,-0.01,20,20,20,"20, 20, 20"
734,memory test,0.0,-0.0,-0.0,-0.01,20,20,20,"20, 20, 20"
735,memory wm,0.0,0.6,-0.02,-0.01,20,20,20,"20, 20, 20"
736,mental imagery,0.0,0.0,-0.0,-0.01,20,20,20,"20, 20, 20"
737,mental state,0.0,0.53,-0.03,-0.01,20,20,20,"20, 20, 20"
738,mental states,0.0,0.0,-0.03,-0.01,20,20,20,"20, 20, 20"
739,mentalizing,-0.0,0.0,-0.03,-0.01,20,20,20,"20, 20, 20"
740,mesial,-0.0,0.74,0.0,-0.0,20,20,20,"20, 20, 20"
741,mesolimbic,-0.0,0.0,0.03,-0.0,20,20,20,"20, 20, 20"
742,met,0.0,-0.0,0.01,-0.0,20,20,20,"20, 20, 20"
743,metabolic,-0.0,0.83,0.1,-0.0,20,20,20,"20, 20, 20"
744,metabolism,0.0,0.76,0.01,-0.0,20,20,20,"20, 20, 20"
745,mfg,0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
746,mg,0.0,0.69,0.0,-0.0,20,20,20,"20, 20, 20"
747,midbrain,-0.0,0.4,0.01,-0.0,20,20,20,"20, 20, 20"
748,middle cingulate,-0.0,-0.0,-0.02,0.0,20,20,20,"20, 20, 20"
749,middle frontal,0.0,0.27,0.02,-0.01,20,20,20,"20, 20, 20"
750,middle inferior,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
751,middle occipital,0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
752,middle superior,0.0,0.57,-0.01,0.0,20,20,20,"20, 20, 20"
753,middle temporal,0.0,0.47,-0.03,-0.01,20,20,20,"20, 20, 20"
754,midline,-0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
755,mild cognitive,-0.0,0.48,-0.01,-0.01,20,20,20,"20, 20, 20"
756,mind,0.0,0.45,-0.02,-0.02,20,20,20,"20, 20, 20"
757,mind tom,0.0,0.78,-0.01,-0.0,20,20,20,"20, 20, 20"
758,mirror,0.0,0.52,-0.04,-0.01,20,20,20,"20, 20, 20"
759,mm,0.0,0.64,0.01,0.08,20,20,20,"20, 20, 20"
760,mnemonic,0.0,0.58,-0.02,-0.0,20,20,20,"20, 20, 20"
761,modalities,-0.0,0.47,-0.02,-0.0,20,20,20,"20, 20, 20"
762,modality,-0.0,0.68,-0.03,-0.01,20,20,20,"20, 20, 20"
763,modulatory,-0.0,0.66,-0.0,-0.0,20,20,20,"20, 20, 20"
764,monetary,0.0,0.46,0.07,0.01,20,20,20,"20, 20, 20"
765,monetary incentive,-0.0,0.0,0.06,0.02,20,20,20,"20, 20, 20"
766,monetary reward,0.0,0.57,0.04,0.01,20,20,20,"20, 20, 20"
767,money,0.0,-0.0,0.04,-0.01,20,20,20,"20, 20, 20"
768,monitoring,0.0,0.63,0.01,-0.0,20,20,20,"20, 20, 20"
769,mood,0.0,0.0,-0.0,0.0,20,20,20,"20, 20, 20"
770,moral,0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
771,morphological,-0.0,0.57,0.0,-0.0,20,20,20,"20, 20, 20"
772,morphology,0.0,0.0,0.0,-0.0,20,20,20,"20, 20, 20"
773,motion,0.0,0.22,-0.02,-0.01,20,20,20,"20, 20, 20"
774,motivation,-0.0,0.68,0.03,0.0,20,20,20,"20, 20, 20"
775,motivational,-0.0,0.58,0.04,-0.01,20,20,20,"20, 20, 20"
776,motor,-0.0,0.44,-0.06,-0.02,20,20,20,"20, 20, 20"
777,motor control,-0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
778,motor cortex,-0.0,0.37,-0.06,-0.02,20,20,20,"20, 20, 20"
779,motor function,0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
780,motor imagery,0.0,0.56,-0.03,-0.02,20,20,20,"20, 20, 20"
781,motor network,0.0,-0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
782,motor performance,-0.0,0.63,-0.02,-0.01,20,20,20,"20, 20, 20"
783,motor pre,0.0,-0.0,0.02,-0.01,20,20,20,"20, 20, 20"
784,motor premotor,0.0,0.62,-0.03,-0.02,20,20,20,"20, 20, 20"
785,motor response,0.0,0.79,-0.02,-0.0,20,20,20,"20, 20, 20"
786,motor responses,0.0,0.0,0.01,-0.0,20,20,20,"20, 20, 20"
787,motor sma,0.0,0.41,0.0,-0.02,20,20,20,"20, 20, 20"
788,motor task,0.0,0.53,-0.05,-0.02,20,20,20,"20, 20, 20"
789,movement,-0.0,0.54,-0.06,-0.02,20,20,20,"20, 20, 20"
790,movements,-0.0,0.16,-0.06,-0.03,20,20,20,"20, 20, 20"
791,mpfc,0.0,0.62,0.09,-0.0,20,20,20,"20, 20, 20"
792,ms,0.0,0.29,0.0,0.0,20,20,20,"20, 20, 20"
793,mt,0.0,0.48,-0.01,-0.01,20,20,20,"20, 20, 20"
794,mtg,-0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
795,mtl,-0.0,-0.0,-0.05,-0.01,20,20,20,"20, 20, 20"
796,multiple sclerosis,-0.0,0.77,0.0,-0.0,20,20,20,"20, 20, 20"
797,multisensory,0.0,0.0,-0.05,-0.01,20,20,20,"20, 20, 20"
798,muscle,0.0,0.58,-0.03,-0.0,20,20,20,"20, 20, 20"
799,music,-0.0,-0.0,-0.05,-0.01,20,20,20,"20, 20, 20"
800,musical,0.0,0.49,-0.04,-0.01,20,20,20,"20, 20, 20"
801,musicians,0.0,0.63,-0.04,-0.01,20,20,20,"20, 20, 20"
802,names,-0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
803,naming,0.0,0.79,-0.02,-0.01,20,20,20,"20, 20, 20"
804,natural,0.0,0.37,-0.01,-0.0,20,20,20,"20, 20, 20"
805,naturalistic,0.0,0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
806,nature,0.0,0.47,0.0,0.0,20,20,20,"20, 20, 20"
807,navigation,0.0,-0.0,-0.04,-0.02,20,20,20,"20, 20, 20"
808,negative,-0.0,0.64,-0.0,0.0,20,20,20,"20, 20, 20"
809,negative affect,-0.0,0.8,0.02,-0.01,20,20,20,"20, 20, 20"
810,negative emotional,0.0,0.72,-0.01,-0.0,20,20,20,"20, 20, 20"
811,negative emotions,-0.0,0.63,-0.01,0.01,20,20,20,"20, 20, 20"
812,negative feedback,-0.0,0.63,0.02,-0.0,20,20,20,"20, 20, 20"
813,negative neutral,-0.0,0.61,-0.0,-0.0,20,20,20,"20, 20, 20"
814,negative positive,-0.0,0.57,0.01,0.0,20,20,20,"20, 20, 20"
815,negativity,0.0,0.6,0.0,-0.0,20,20,20,"20, 20, 20"
816,neocortical,-0.0,0.64,-0.02,-0.01,20,20,20,"20, 20, 20"
817,network dmn,0.0,0.54,-0.0,-0.0,20,20,20,"20, 20, 20"
818,neutral,-0.0,0.5,-0.06,-0.01,20,20,20,"20, 20, 20"
819,neutral faces,-0.0,0.51,-0.05,-0.01,20,20,20,"20, 20, 20"
820,neutral pictures,0.0,0.61,-0.03,-0.01,20,20,20,"20, 20, 20"
821,neutral stimuli,-0.0,0.6,-0.02,-0.01,20,20,20,"20, 20, 20"
822,nociceptive,-0.0,-0.0,-0.06,-0.02,20,20,20,"20, 20, 20"
823,nogo,-0.0,0.58,0.0,-0.0,20,20,20,"20, 20, 20"
824,noise,-0.0,0.6,-0.05,0.0,20,20,20,"20, 20, 20"
825,nouns,0.0,-0.0,0.0,-0.01,20,20,20,"20, 20, 20"
826,novel,,0.49,0.0,0.0,20,20,20,"20, 20, 20"
827,novelty,0.0,0.0,-0.02,0.01,20,20,20,"20, 20, 20"
828,noxious,-0.0,0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
829,nuclei,-0.0,0.62,-0.0,0.01,20,20,20,"20, 20, 20"
830,nucleus,0.0,0.55,0.11,0.1,20,20,20,"20, 20, 20"
831,nucleus accumbens,-0.0,0.0,0.02,-0.0,20,20,20,"20, 20, 20"
832,object,-0.0,0.37,-0.02,-0.02,20,20,20,"20, 20, 20"
833,object recognition,-0.0,0.6,0.01,-0.01,20,20,20,"20, 20, 20"
834,objects,0.0,0.15,-0.02,-0.02,20,20,20,"20, 20, 20"
835,obsessive,-0.0,0.57,0.02,-0.0,20,20,20,"20, 20, 20"
836,obsessive compulsive,0.0,0.57,0.02,-0.0,20,20,20,"20, 20, 20"
837,occipital,0.0,0.62,0.0,-0.03,20,20,20,"20, 20, 20"
838,occipital cortex,0.0,0.61,0.0,-0.01,20,20,20,"20, 20, 20"
839,occipital gyrus,-0.0,0.0,0.0,-0.01,20,20,20,"20, 20, 20"
840,occipital lobe,0.0,0.62,-0.0,-0.01,20,20,20,"20, 20, 20"
841,occipital parietal,0.0,0.64,0.01,-0.0,20,20,20,"20, 20, 20"
842,occipital temporal,-0.0,0.0,0.01,-0.01,20,20,20,"20, 20, 20"
843,occipito,-0.0,0.66,-0.0,-0.02,20,20,20,"20, 20, 20"
844,occipito temporal,0.0,0.44,-0.0,-0.01,20,20,20,"20, 20, 20"
845,occipitotemporal,0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
846,occipitotemporal cortex,0.0,0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
847,ocd,0.0,0.0,0.01,-0.0,20,20,20,"20, 20, 20"
848,oddball,-0.0,0.54,-0.01,-0.01,20,20,20,"20, 20, 20"
849,ofc,0.0,0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
850,older adults,0.0,0.46,-0.0,0.0,20,20,20,"20, 20, 20"
851,olfactory,-0.0,0.64,-0.03,-0.01,20,20,20,"20, 20, 20"
852,opercular,0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
853,opercularis,0.0,0.75,-0.0,-0.01,20,20,20,"20, 20, 20"
854,operculum,0.0,0.75,-0.05,-0.01,20,20,20,"20, 20, 20"
855,oral,-0.0,0.74,-0.01,-0.01,20,20,20,"20, 20, 20"
856,orbital,-0.0,0.46,-0.02,-0.0,20,20,20,"20, 20, 20"
857,orbitofrontal,-0.0,0.48,-0.04,-0.01,20,20,20,"20, 20, 20"
858,orbitofrontal cortex,0.0,0.5,-0.05,-0.01,20,20,20,"20, 20, 20"
859,organization,0.0,0.59,-0.0,-0.0,20,20,20,"20, 20, 20"
860,orientation,-0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
861,oriented,-0.0,0.75,-0.01,-0.0,20,20,20,"20, 20, 20"
862,orienting,-0.0,-0.0,-0.04,-0.0,20,20,20,"20, 20, 20"
863,orthographic,-0.0,0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
864,oscillations,0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
865,outcome,-0.0,0.58,0.02,-0.01,20,20,20,"20, 20, 20"
866,outcomes,0.0,0.41,0.02,-0.01,20,20,20,"20, 20, 20"
867,pain,0.0,0.33,-0.09,-0.01,20,20,20,"20, 20, 20"
868,painful,0.0,-0.0,-0.08,-0.01,20,20,20,"20, 20, 20"
869,pair,0.0,0.49,-0.01,-0.0,20,20,20,"20, 20, 20"
870,paired,-0.0,0.68,0.01,0.0,20,20,20,"20, 20, 20"
871,pairs,-0.0,0.27,0.0,-0.0,20,20,20,"20, 20, 20"
872,pallidus,-0.0,0.78,0.0,-0.01,20,20,20,"20, 20, 20"
873,parahippocampal,-0.0,0.52,-0.05,-0.02,20,20,20,"20, 20, 20"
874,parahippocampal cortex,-0.0,0.0,-0.06,-0.02,20,20,20,"20, 20, 20"
875,parahippocampal gyrus,0.0,0.55,-0.04,-0.02,20,20,20,"20, 20, 20"
876,parahippocampus,-0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
877,paralimbic,0.0,0.77,-0.01,-0.0,20,20,20,"20, 20, 20"
878,parietal,0.0,0.5,-0.1,-0.03,20,20,20,"20, 20, 20"
879,parietal cortex,-0.0,0.37,-0.07,-0.02,20,20,20,"20, 20, 20"
880,parietal cortices,0.0,0.35,-0.02,-0.0,20,20,20,"20, 20, 20"
881,parietal frontal,0.0,0.82,-0.02,-0.01,20,20,20,"20, 20, 20"
882,parietal junction,-0.0,0.4,-0.04,-0.01,20,20,20,"20, 20, 20"
883,parietal lobe,-0.0,0.41,-0.02,-0.0,20,20,20,"20, 20, 20"
884,parietal lobes,-0.0,0.59,-0.0,-0.01,20,20,20,"20, 20, 20"
885,parietal lobule,-0.0,0.26,-0.04,-0.01,20,20,20,"20, 20, 20"
886,parietal lobules,-0.0,0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
887,parietal network,-0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
888,parietal occipital,-0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
889,parietal temporal,0.0,0.0,0.0,-0.01,20,20,20,"20, 20, 20"
890,parieto,0.0,0.67,-0.01,-0.01,20,20,20,"20, 20, 20"
891,parieto occipital,-0.0,0.77,-0.02,-0.01,20,20,20,"20, 20, 20"
892,parkinson,0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
893,parkinson disease,-0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
894,pars,-0.0,0.67,-0.0,-0.0,20,20,20,"20, 20, 20"
895,passive,0.0,0.0,-0.02,-0.0,20,20,20,"20, 20, 20"
896,passive viewing,-0.0,0.0,0.0,-0.0,20,20,20,"20, 20, 20"
897,passively,-0.0,-0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
898,pcc,0.0,0.38,-0.0,-0.01,20,20,20,"20, 20, 20"
899,pd,0.0,0.48,-0.02,-0.0,20,20,20,"20, 20, 20"
900,people,0.0,0.48,-0.01,-0.0,20,20,20,"20, 20, 20"
901,perceiving,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
902,percept,-0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
903,perception,-0.0,0.28,-0.02,-0.01,20,20,20,"20, 20, 20"
904,perceptual,0.0,0.37,-0.01,-0.01,20,20,20,"20, 20, 20"
905,performance,0.0,0.57,0.01,-0.0,20,20,20,"20, 20, 20"
906,performance task,-0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
907,periaqueductal,-0.0,-0.0,-0.0,-0.01,20,20,20,"20, 20, 20"
908,person,-0.0,-0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
909,personal,0.0,0.41,0.01,-0.01,20,20,20,"20, 20, 20"
910,personality,-0.0,0.68,0.01,-0.0,20,20,20,"20, 20, 20"
911,personality traits,0.0,0.72,0.01,-0.0,20,20,20,"20, 20, 20"
912,persons,0.0,0.5,-0.0,-0.0,20,20,20,"20, 20, 20"
913,pfc,-0.0,0.5,0.03,-0.0,20,20,20,"20, 20, 20"
914,pharmacological,0.0,0.75,-0.0,-0.0,20,20,20,"20, 20, 20"
915,phonological,-0.0,0.41,-0.02,-0.02,20,20,20,"20, 20, 20"
916,photographs,-0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
917,picture,-0.0,0.42,-0.02,-0.0,20,20,20,"20, 20, 20"
918,pictures,0.0,0.32,-0.04,0.0,20,20,20,"20, 20, 20"
919,pitch,0.0,0.72,-0.06,-0.01,20,20,20,"20, 20, 20"
920,place,0.0,0.41,-0.02,-0.01,20,20,20,"20, 20, 20"
921,placebo,-0.0,0.67,0.0,-0.0,20,20,20,"20, 20, 20"
922,placebo controlled,0.0,0.68,-0.02,-0.0,20,20,20,"20, 20, 20"
923,planning,-0.0,0.67,-0.01,-0.01,20,20,20,"20, 20, 20"
924,planum,-0.0,-0.0,-0.07,-0.0,20,20,20,"20, 20, 20"
925,planum temporale,-0.0,0.0,-0.06,-0.01,20,20,20,"20, 20, 20"
926,plasticity,0.0,0.55,-0.01,-0.0,20,20,20,"20, 20, 20"
927,pleasant,-0.0,0.52,-0.04,-0.01,20,20,20,"20, 20, 20"
928,pointing,0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
929,pole,0.0,0.34,-0.09,-0.01,20,20,20,"20, 20, 20"
930,poor,0.0,0.79,0.01,-0.0,20,20,20,"20, 20, 20"
931,positive negative,0.0,0.63,-0.01,0.0,20,20,20,"20, 20, 20"
932,postcentral,0.0,0.65,-0.05,-0.01,20,20,20,"20, 20, 20"
933,postcentral gyrus,0.0,0.59,-0.02,-0.01,20,20,20,"20, 20, 20"
934,posterior,0.0,0.49,-0.03,-0.01,20,20,20,"20, 20, 20"
935,posterior anterior,0.0,-0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
936,posterior cingulate,0.0,0.59,-0.02,-0.01,20,20,20,"20, 20, 20"
937,posterior inferior,-0.0,0.0,-0.0,-0.01,20,20,20,"20, 20, 20"
938,posterior insula,-0.0,0.0,-0.11,-0.01,20,20,20,"20, 20, 20"
939,posterior middle,-0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
940,posterior parietal,0.0,0.21,-0.07,-0.02,20,20,20,"20, 20, 20"
941,posterior superior,0.0,0.43,-0.05,-0.01,20,20,20,"20, 20, 20"
942,posterior temporal,0.0,0.5,-0.03,-0.01,20,20,20,"20, 20, 20"
943,posttraumatic,0.0,0.0,-0.02,-0.0,20,20,20,"20, 20, 20"
944,ppc,-0.0,-0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
945,pre sma,0.0,0.47,0.02,-0.0,20,20,20,"20, 20, 20"
946,pre supplementary,-0.0,-0.0,0.02,-0.0,20,20,20,"20, 20, 20"
947,precentral gyrus,-0.0,0.34,-0.01,-0.0,20,20,20,"20, 20, 20"
948,precuneus,0.0,0.59,-0.04,-0.02,20,20,20,"20, 20, 20"
949,precuneus posterior,0.0,0.72,-0.02,-0.0,20,20,20,"20, 20, 20"
950,prediction,0.0,0.52,0.01,-0.0,20,20,20,"20, 20, 20"
951,prediction error,0.0,0.58,0.01,-0.01,20,20,20,"20, 20, 20"
952,predictions,-0.0,0.38,-0.0,-0.0,20,20,20,"20, 20, 20"
953,predictive,-0.0,-0.0,-0.02,-0.0,20,20,20,"20, 20, 20"
954,preference,-0.0,0.45,0.0,-0.0,20,20,20,"20, 20, 20"
955,preferences,0.0,-0.0,0.01,-0.0,20,20,20,"20, 20, 20"
956,prefrontal,0.0,0.56,0.12,0.01,20,20,20,"20, 20, 20"
957,prefrontal cortex,-0.0,0.53,0.12,-0.0,20,20,20,"20, 20, 20"
958,prefrontal cortical,-0.0,0.74,0.01,-0.0,20,20,20,"20, 20, 20"
959,prefrontal cortices,0.0,0.36,0.02,0.0,20,20,20,"20, 20, 20"
960,prefrontal parietal,0.0,0.72,-0.02,-0.01,20,20,20,"20, 20, 20"
961,premotor,0.0,0.19,-0.08,-0.03,20,20,20,"20, 20, 20"
962,premotor cortex,0.0,0.17,-0.07,-0.03,20,20,20,"20, 20, 20"
963,preparation,0.0,0.0,-0.0,-0.01,20,20,20,"20, 20, 20"
964,preparatory,0.0,-0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
965,pressure,-0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
966,primary,-0.0,0.48,-0.08,-0.02,20,20,20,"20, 20, 20"
967,primary auditory,0.0,0.53,-0.06,-0.01,20,20,20,"20, 20, 20"
968,primary motor,-0.0,0.45,-0.06,-0.02,20,20,20,"20, 20, 20"
969,primary secondary,-0.0,0.0,-0.08,-0.01,20,20,20,"20, 20, 20"
970,primary sensorimotor,0.0,0.0,-0.04,-0.02,20,20,20,"20, 20, 20"
971,primary somatosensory,-0.0,0.41,-0.08,-0.02,20,20,20,"20, 20, 20"
972,primary visual,0.0,0.8,0.02,-0.01,20,20,20,"20, 20, 20"
973,prime,0.0,0.61,-0.0,-0.0,20,20,20,"20, 20, 20"
974,priming,-0.0,0.57,0.0,-0.0,20,20,20,"20, 20, 20"
975,probabilistic,0.0,0.61,-0.01,-0.0,20,20,20,"20, 20, 20"
976,probability,0.0,0.61,0.0,-0.0,20,20,20,"20, 20, 20"
977,production,-0.0,0.55,-0.04,-0.02,20,20,20,"20, 20, 20"
978,progressive,0.0,0.67,-0.01,-0.0,20,20,20,"20, 20, 20"
979,prospective,-0.0,0.56,-0.0,-0.0,20,20,20,"20, 20, 20"
980,pseudowords,0.0,0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
981,psts,0.0,0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
982,psychosis,,0.0,0.0,0.0,20,20,20,"20, 20, 20"
983,psychotic,0.0,0.53,0.0,-0.0,20,20,20,"20, 20, 20"
984,ptsd,-0.0,-0.0,-0.01,0.03,20,20,20,"20, 20, 20"
985,punishment,0.0,0.59,0.03,0.0,20,20,20,"20, 20, 20"
986,putamen,0.0,0.67,0.08,0.06,20,20,20,"20, 20, 20"
987,questionnaire,0.0,0.73,0.0,-0.0,20,20,20,"20, 20, 20"
988,rating,-0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
989,ratings,-0.0,0.38,-0.04,-0.01,20,20,20,"20, 20, 20"
990,reaching,-0.0,0.73,-0.04,-0.01,20,20,20,"20, 20, 20"
991,reaction,-0.0,0.59,-0.0,0.01,20,20,20,"20, 20, 20"
992,reaction time,-0.0,0.57,-0.01,-0.0,20,20,20,"20, 20, 20"
993,reaction times,0.0,0.65,0.0,-0.0,20,20,20,"20, 20, 20"
994,reactions,0.0,0.57,0.02,-0.0,20,20,20,"20, 20, 20"
995,reactivity,-0.0,0.34,-0.04,0.0,20,20,20,"20, 20, 20"
996,read,0.0,0.39,-0.01,-0.01,20,20,20,"20, 20, 20"
997,readers,0.0,0.53,0.0,-0.01,20,20,20,"20, 20, 20"
998,reading,-0.0,0.5,-0.01,-0.02,20,20,20,"20, 20, 20"
999,real world,-0.0,0.0,-0.0,-0.01,20,20,20,"20, 20, 20"
1000,reappraisal,0.0,0.75,0.02,-0.0,20,20,20,"20, 20, 20"
1001,reasoning,-0.0,0.0,0.0,-0.0,20,20,20,"20, 20, 20"
1002,recall,0.0,0.52,-0.02,-0.01,20,20,20,"20, 20, 20"
1003,recognition,-0.0,0.48,-0.01,-0.01,20,20,20,"20, 20, 20"
1004,recognition memory,-0.0,0.64,-0.01,-0.01,20,20,20,"20, 20, 20"
1005,recognition task,-0.0,-0.0,0.01,-0.0,20,20,20,"20, 20, 20"
